filename,label
/kaggle/input/agricultural-pests-image-dataset/moth/moth (137).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/moth/moth (217).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (240).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (25).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (135).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (33).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (349).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (323).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/ants/ants (290).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/moth/moth (385).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/bees/bees (118).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (360).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/snail/snail (132).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (987).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (109).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (110).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (300).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (982).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (642).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (201).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/snail/snail (196).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/bees/bees (6).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (42).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (408).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/ants/ants (48).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (74).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (565).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/ants/ants (217).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/snail/snail (357).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/slug/slug (221).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/slug/slug (122).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (376).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (708).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/ants/ants (352).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/slug/slug (204).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (942).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (153).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (247).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/snail/snail (212).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (612).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/snail/snail (285).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/snail/snail (236).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (392).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (546).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (500).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (174).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/slug/slug (374).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (186).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/slug/slug (59).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/ants/ants (264).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (97).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (397).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (321).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/slug/slug (251).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (773).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (167).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/snail/snail (354).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/snail/snail (19).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (73).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/moth/moth (270).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (384).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/slug/slug (282).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (440).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (871).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (49).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (305).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (105).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (407).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (249).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (287).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/bees/bees (447).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/slug/slug (294).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/slug/slug (149).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (289).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (854).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (207).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/moth/moth (224).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/snail/snail (59).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (316).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/moth/moth (123).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (285).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (412).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/ants/ants (21).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (822).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (276).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (311).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (307).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (300).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (655).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/bees/bees (495).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (230).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (180).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (631).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (252).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (322).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (66).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/bees/bees (19).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/ants/ants (77).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (477).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (740).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/ants/ants (493).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (578).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (90).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/snail/snail (8).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (43).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (276).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (36).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (117).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (118).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/ants/ants (87).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (410).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (118).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/ants/ants (253).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/snail/snail (35).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/ants/ants (448).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (398).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (209).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (88).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (194).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/bees/bees (90).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/moth/moth (443).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (588).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (28).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (286).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (938).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/snail/snail (96).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/slug/slug (138).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/bees/bees (343).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (224).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/ants/ants (280).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (461).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (20).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/bees/bees (53).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (873).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (150).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (687).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/ants/ants (225).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (160).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (54).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/bees/bees (385).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (572).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (43).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (371).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (374).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (304).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/snail/snail (11).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (137).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (24).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/bees/bees (207).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (101).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/moth/moth (428).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (47).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/bees/bees (315).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (145).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (126).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (842).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/bees/bees (441).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/slug/slug (31).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (469).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (111).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/slug/slug (121).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/snail/snail (98).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/snail/snail (41).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (529).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (439).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (482).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/snail/snail (68).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/moth/moth (330).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/ants/ants (273).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/slug/slug (328).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/slug/slug (65).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/slug/slug (126).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (193).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (45).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (149).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (48).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (921).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/bees/bees (306).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/moth/moth (496).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/slug/slug (315).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (254).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (340).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (357).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/moth/moth (463).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (315).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (600).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (319).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/ants/ants (360).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (131).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/ants/ants (437).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (329).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/snail/snail (303).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (71).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (37).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/slug/slug (242).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (2).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/slug/slug (57).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (214).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (110).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (362).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (188).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (526).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/moth/moth (347).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/snail/snail (198).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (1).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (381).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/ants/ants (156).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/snail/snail (300).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/snail/snail (12).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/snail/snail (372).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (18).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (920).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (43).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/bees/bees (304).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (295).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (280).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (12).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/ants/ants (496).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/ants/ants (163).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/snail/snail (254).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (18).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/moth/moth (54).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/bees/bees (127).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/slug/slug (378).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/snail/snail (78).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (377).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/snail/snail (414).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (99).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/snail/snail (488).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (332).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/bees/bees (134).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (265).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (107).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (394).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/snail/snail (151).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (430).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/bees/bees (497).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (317).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (157).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/bees/bees (93).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/moth/moth (43).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (337).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (156).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/snail/snail (428).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/ants/ants (434).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/ants/ants (404).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/ants/ants (387).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/ants/ants (400).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (45).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/moth/moth (364).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/snail/snail (173).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (399).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (576).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/bees/bees (408).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (37).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (395).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/bees/bees (409).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (67).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/moth/moth (431).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (170).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (679).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (890).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (22).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (65).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (483).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (42).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (10).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (98).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/snail/snail (26).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (363).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/moth/moth (367).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (663).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/bees/bees (435).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (282).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (55).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/moth/moth (19).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/snail/snail (370).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (248).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (433).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/snail/snail (108).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (39).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (460).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/snail/snail (225).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (211).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/ants/ants (254).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (73).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (954).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (151).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/moth/moth (473).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (54).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (207).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/bees/bees (427).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (266).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (749).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/snail/snail (473).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (67).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/snail/snail (207).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/slug/slug (231).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/slug/slug (131).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (30).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (808).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (112).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (701).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/moth/moth (291).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/moth/moth (111).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (594).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (395).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (292).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/ants/ants (177).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/slug/slug (279).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (138).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/snail/snail (47).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/slug/slug (309).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (312).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (361).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/moth/moth (346).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (426).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (849).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/moth/moth (184).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/slug/slug (35).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (102).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/snail/snail (138).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/ants/ants (145).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/earwig/earwig (199).jpg,earwig
/kaggle/input/agricultural-pests-image-dataset/earthworms/earthworms (202).jpg,earthworms
/kaggle/input/agricultural-pests-image-dataset/ants/ants (414).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/moth/moth (44).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/wasp/wasp (911).jpg,wasp
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (178).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (378).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/ants/ants (452).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/moth/moth (48).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/ants/ants (10).jpg,ants
/kaggle/input/agricultural-pests-image-dataset/bees/bees (414).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/moth/moth (157).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (78).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (19).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/snail/snail (323).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (347).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (471).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/grasshopper/grasshopper (296).jpg,grasshopper
/kaggle/input/agricultural-pests-image-dataset/bees/bees (220).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/catterpillar/catterpillar (98).jpg,catterpillar
/kaggle/input/agricultural-pests-image-dataset/beetle/beetle (232).jpg,beetle
/kaggle/input/agricultural-pests-image-dataset/snail/snail (294).jpg,snail
/kaggle/input/agricultural-pests-image-dataset/weevil/Weevil (356).jpg,weevil
/kaggle/input/agricultural-pests-image-dataset/moth/moth (182).jpg,moth
/kaggle/input/agricultural-pests-image-dataset/slug/slug (270).jpg,slug
/kaggle/input/agricultural-pests-image-dataset/bees/bees (87).jpg,bees
/kaggle/input/agricultural-pests-image-dataset/ants/ants (134).jpg,ants
